,Strategy,Date,Transaction,Symbol,Qty,Option,Strike,ExpiryDt,EnTime,BPrice,ExTime,SPrice
133,CE_PE_EMA10_EMA30_2022,2022-04-22,Buy,NIFTY,50,PE,17300,2022-04-28,13:20:05,155.1,15:15:00,206.35
134,CE_PE_EMA10_EMA30_2022,2022-04-25,Buy,NIFTY,50,PE,17000,2022-04-28,12:14:40,165.0,15:15:00,167.5
135,CE_PE_EMA10_EMA30_2022,2022-04-26,Buy,NIFTY,50,CE,17200,2022-04-28,09:20:00,88.45,12:46:10,76.0
136,CE_PE_EMA10_EMA30_2022,2022-04-26,Buy,NIFTY,50,PE,17100,2022-04-28,12:46:10,84.1,14:15:10,78.8
137,CE_PE_EMA10_EMA30_2022,2022-04-26,Buy,NIFTY,50,CE,17200,2022-04-28,14:15:10,79.1,15:15:00,102.05
138,CE_PE_EMA10_EMA30_2022,2022-04-27,Buy,NIFTY,50,PE,17100,2022-04-28,09:40:00,114.6,14:41:40,77.4
139,CE_PE_EMA10_EMA30_2022,2022-04-27,Buy,NIFTY,50,CE,17100,2022-04-28,14:41:40,69.25,15:15:00,52.85
140,CE_PE_EMA10_EMA30_2022,2022-04-29,Buy,NIFTY,50,CE,17400,2022-05-05,10:37:50,116.25,14:05:05,107.5
141,CE_PE_EMA10_EMA30_2022,2022-04-29,Buy,NIFTY,50,PE,17300,2022-05-05,14:05:05,134.95,15:15:00,268.75
142,CE_PE_EMA10_EMA30_2022,2022-05-02,Buy,NIFTY,50,CE,17000,2022-05-05,12:10:00,153.15,14:26:35,123.0
143,CE_PE_EMA10_EMA30_2022,2022-05-02,Buy,NIFTY,50,PE,17000,2022-05-05,14:26:35,148.15,15:00:05,95.05
144,CE_PE_EMA10_EMA30_2022,2022-05-02,Buy,NIFTY,50,CE,17100,2022-05-05,15:00:05,120.8,15:15:00,113.1
145,CE_PE_EMA10_EMA30_2022,2022-05-04,Buy,NIFTY,50,PE,17000,2022-05-05,10:25:25,107.15,15:15:00,294.15
146,CE_PE_EMA10_EMA30_2022,2022-05-05,Buy,NIFTY,50,CE,16900,2022-05-05,10:01:50,31.45,11:55:05,33.75
147,CE_PE_EMA10_EMA30_2022,2022-05-05,Buy,NIFTY,50,PE,16900,2022-05-05,11:55:05,62.3,15:15:00,216.0
148,CE_PE_EMA10_EMA30_2022,2022-05-06,Buy,NIFTY,50,CE,16400,2022-05-12,12:15:00,194.95,13:05:05,174.4
149,CE_PE_EMA10_EMA30_2022,2022-05-06,Buy,NIFTY,50,PE,16400,2022-05-12,13:05:05,204.7,13:30:00,167.2
150,CE_PE_EMA10_EMA30_2022,2022-05-06,Buy,NIFTY,50,CE,16400,2022-05-12,13:30:00,205.95,15:15:00,191.85
151,CE_PE_EMA10_EMA30_2022,2022-05-09,Buy,NIFTY,50,CE,16300,2022-05-12,11:40:00,163.0,14:01:00,152.9
152,CE_PE_EMA10_EMA30_2022,2022-05-09,Buy,NIFTY,50,PE,16300,2022-05-12,14:01:00,164.15,15:15:00,139.8
153,CE_PE_EMA10_EMA30_2022,2022-05-10,Buy,NIFTY,50,CE,16300,2022-05-12,11:15:15,149.35,13:52:05,143.3
154,CE_PE_EMA10_EMA30_2022,2022-05-10,Buy,NIFTY,50,PE,16300,2022-05-12,13:52:05,119.05,15:15:00,150.65
155,CE_PE_EMA10_EMA30_2022,2022-05-11,Buy,NIFTY,50,PE,16100,2022-05-12,12:44:00,116.2,14:21:50,58.6
156,CE_PE_EMA10_EMA30_2022,2022-05-11,Buy,NIFTY,50,CE,16200,2022-05-12,14:21:50,84.0,15:15:00,69.45
157,CE_PE_EMA10_EMA30_2022,2022-05-12,Buy,NIFTY,50,PE,15900,2022-05-12,09:30:05,68.4,15:15:00,92.9
158,CE_PE_EMA10_EMA30_2022,2022-05-13,Buy,NIFTY,50,CE,16000,2022-05-19,09:25:35,184.45,14:10:05,153.45
159,CE_PE_EMA10_EMA30_2022,2022-05-13,Buy,NIFTY,50,PE,16000,2022-05-19,14:10:05,202.5,15:15:00,315.0
160,CE_PE_EMA10_EMA30_2022,2022-05-16,Buy,NIFTY,50,CE,16000,2022-05-19,09:55:15,141.55,11:40:10,96.4
161,CE_PE_EMA10_EMA30_2022,2022-05-16,Buy,NIFTY,50,PE,15900,2022-05-19,11:40:10,174.95,14:04:20,154.9
162,CE_PE_EMA10_EMA30_2022,2022-05-16,Buy,NIFTY,50,CE,15900,2022-05-19,14:04:20,150.0,15:15:00,111.9
163,CE_PE_EMA10_EMA30_2022,2022-05-17,Buy,NIFTY,50,CE,16000,2022-05-19,09:30:05,114.8,15:15:00,289.3
164,CE_PE_EMA10_EMA30_2022,2022-05-18,Buy,NIFTY,50,PE,16300,2022-05-19,12:14:30,93.35,15:15:00,109.65
165,CE_PE_EMA10_EMA30_2022,2022-05-20,Buy,NIFTY,50,CE,16100,2022-05-26,09:20:00,164.05,12:25:05,188.35
166,CE_PE_EMA10_EMA30_2022,2022-05-20,Buy,NIFTY,50,PE,16100,2022-05-26,12:25:05,183.25,13:23:00,145.05
167,CE_PE_EMA10_EMA30_2022,2022-05-20,Buy,NIFTY,50,CE,16200,2022-05-26,13:23:00,185.0,15:15:00,205.75
168,CE_PE_EMA10_EMA30_2022,2022-05-23,Buy,NIFTY,50,PE,16300,2022-05-26,13:58:35,149.5,15:15:00,211.85
169,CE_PE_EMA10_EMA30_2022,2022-05-24,Buy,NIFTY,50,CE,16200,2022-05-26,13:00:45,143.05,14:01:55,90.35
170,CE_PE_EMA10_EMA30_2022,2022-05-24,Buy,NIFTY,50,PE,16100,2022-05-26,14:01:55,125.7,15:15:00,133.7
171,CE_PE_EMA10_EMA30_2022,2022-05-25,Buy,NIFTY,50,CE,16200,2022-05-26,09:20:10,113.75,15:15:00,23.25
172,CE_PE_EMA10_EMA30_2022,2022-05-26,Buy,NIFTY,50,PE,16000,2022-05-26,10:23:00,48.5,12:45:00,71.65
173,CE_PE_EMA10_EMA30_2022,2022-05-26,Buy,NIFTY,50,CE,15900,2022-05-26,12:45:00,75.55,15:15:00,263.0
174,CE_PE_EMA10_EMA30_2022,2022-05-27,Buy,NIFTY,50,PE,16200,2022-06-02,12:11:45,169.1,12:40:05,137.85
175,CE_PE_EMA10_EMA30_2022,2022-05-27,Buy,NIFTY,50,CE,16300,2022-06-02,12:40:05,174.0,15:15:00,177.15
176,CE_PE_EMA10_EMA30_2022,2022-05-30,Buy,NIFTY,50,CE,16500,2022-06-02,09:20:10,151.55,12:54:35,216.0
177,CE_PE_EMA10_EMA30_2022,2022-05-30,Buy,NIFTY,50,PE,16600,2022-06-02,12:54:35,125.65,15:15:00,113.8
178,CE_PE_EMA10_EMA30_2022,2022-05-31,Buy,NIFTY,50,PE,16600,2022-06-02,09:25:00,148.9,11:00:05,93.35
179,CE_PE_EMA10_EMA30_2022,2022-05-31,Buy,NIFTY,50,CE,16700,2022-06-02,11:00:05,100.85,13:00:25,79.05
180,CE_PE_EMA10_EMA30_2022,2022-05-31,Buy,NIFTY,50,PE,16600,2022-06-02,13:00:25,112.9,14:03:00,81.05
181,CE_PE_EMA10_EMA30_2022,2022-05-31,Buy,NIFTY,50,CE,16700,2022-06-02,14:03:00,108.1,15:15:00,46.45
182,CE_PE_EMA10_EMA30_2022,2022-05-31,Buy,NIFTY,50,PE,16500,2022-06-02,15:15:00,97.5,15:15:00,97.5
183,CE_PE_EMA10_EMA30_2022,2022-06-01,Buy,NIFTY,50,CE,16600,2022-06-02,10:55:30,99.0,12:29:20,75.8
184,CE_PE_EMA10_EMA30_2022,2022-06-01,Buy,NIFTY,50,PE,16600,2022-06-02,12:29:20,110.8,15:15:00,124.1
185,CE_PE_EMA10_EMA30_2022,2022-06-02,Buy,NIFTY,50,CE,16500,2022-06-02,11:55:30,86.75,15:15:00,128.35
186,CE_PE_EMA10_EMA30_2022,2022-06-03,Buy,NIFTY,50,CE,16800,2022-06-09,12:01:50,137.9,12:51:05,117.55
